#           MSE_LOSS,        MSE_LOSS_NULL,       MSE_LOSS_INPUT,         JACCARD_LOSS,    JACCARD_LOSS_NULL,   JACCARD_LOSS_INPUT
             0.00382,              0.00657,              0.00321,              0.05751,              0.07584,              0.04748
             0.00294,              0.00412,              0.00222,              0.05215,              0.05858,              0.03909
             0.00182,              0.00347,              0.00147,              0.08559,              0.12754,              0.08089
             0.00584,              0.01041,              0.00552,              0.06753,              0.08993,              0.06246
             0.00322,              0.00623,              0.00302,              0.06554,              0.09788,              0.05903
             0.00373,              0.00754,              0.00413,              0.07070,              0.10296,              0.07557
             0.00456,              0.00758,              0.00346,              0.05350,              0.06653,              0.04028
             0.00268,              0.00517,              0.00270,              0.05422,              0.07709,              0.04937
             0.00451,              0.00763,              0.00308,              0.10098,              0.13271,              0.07413
             0.00364,              0.00863,              0.00542,              0.07327,              0.12287,              0.09937
             0.00292,              0.00682,              0.00406,              0.03740,              0.06215,              0.04714
             0.00505,              0.00941,              0.00474,              0.07083,              0.09759,              0.06649
             0.00481,              0.00795,              0.00331,              0.07740,              0.09960,              0.05526
             0.00465,              0.00854,              0.00434,              0.06497,              0.09026,              0.06135
             0.00562,              0.00939,              0.00498,              0.07695,              0.09536,              0.06649
             0.00350,              0.00633,              0.00307,              0.04810,              0.06512,              0.04161
             0.00271,              0.00474,              0.00194,              0.07813,              0.10471,              0.06124
             0.00140,              0.00357,              0.00240,              0.05288,              0.09504,              0.08264
             0.00267,              0.00500,              0.00297,              0.09527,              0.12191,              0.10153
             0.00214,              0.00483,              0.00232,              0.06920,              0.12090,              0.07353
             0.00355,              0.00653,              0.00330,              0.09778,              0.13354,              0.09677
             0.00512,              0.00883,              0.00470,              0.06586,              0.08976,              0.06345
             0.00266,              0.00493,              0.00271,              0.09103,              0.12296,              0.08855
             0.00520,              0.00853,              0.00406,              0.07522,              0.08967,              0.05682
             0.00158,              0.00274,              0.00152,              0.11761,              0.15042,              0.11696
             0.00239,              0.00563,              0.00344,              0.03114,              0.05573,              0.04531
             0.00177,              0.00442,              0.00212,              0.04979,              0.08984,              0.05785
             0.00809,              0.01460,              0.00732,              0.08426,              0.11179,              0.07515
             0.00152,              0.00234,              0.00082,              0.05074,              0.06009,              0.02653
             0.00225,              0.00536,              0.00331,              0.05303,              0.08987,              0.07219
             0.00152,              0.00356,              0.00224,              0.06168,              0.10143,              0.07833
             0.00458,              0.00887,              0.00416,              0.08915,              0.12635,              0.07808
             0.00334,              0.00682,              0.00401,              0.08185,              0.12204,              0.09256
             0.00174,              0.00314,              0.00181,              0.07309,              0.10308,              0.07603
             0.00688,              0.01338,              0.00733,              0.07414,              0.10555,              0.08047
             0.00162,              0.00332,              0.00195,              0.08035,              0.12118,              0.09038
             0.00710,              0.01235,              0.00569,              0.07455,              0.09910,              0.06083
             0.00220,              0.00332,              0.00185,              0.09552,              0.10877,              0.08290
             0.00572,              0.01110,              0.00586,              0.07795,              0.11291,              0.07932
